!!SBtab	SBtabVersion=’1.0’	TableType=’Reaction’	TableName=’K. brasiliensis SBTab Reaction Table’
!ID	!ReactionFormula	!Identifiers:kegg.reaction	!Identifiers:biocyc	!Gene:Symbol	!IsReversible
sbtabcomp1118	C01638 + C00002 + C00049 <=> C02984 + C00020 + C00013	R05577		testGeneSymbol1118	False
sbtabcomp1119	C00001 + C00157 <=> C00416 + C00114	R01310		testGeneSymbol1119	True
sbtabcomp1120	C01724 + C00007 + C00080 + C00005 <=> C00058 + C11455 + C00006 + C00001	R05640		testGeneSymbol1120	True
sbtabcomp1121	C04895 + C00001 <=> C06148	R04639		testGeneSymbol1121	True
sbtabcomp1122	C00001 + C00086 <=> C00014 + C00011	R00131		testGeneSymbol1122	True
sbtabcomp1123	C00016 + C00527 <=> C01352 + C00877 + C00011	R02487		testGeneSymbol1123	False
sbtabcomp1124	C00352 + C00024 <=> C00357 + C00010	R02058		testGeneSymbol1124	False
sbtabcomp1125	C00009 + C00170 <=> C04188 + C00147	R01402		testGeneSymbol1125	True
sbtabcomp1126	C00105 + C00013 <=> C00119 + C00106	R00966		testGeneSymbol1126	True
sbtabcomp1127	C00416 + C00001 <=> C00009 + C00641	R02239		testGeneSymbol1127	False
sbtabcomp1128	C00044 + C00001 <=> C00009 + C00035	R00335		testGeneSymbol1128	False
sbtabcomp1129	C00931 + C00001 <=> C01024 + C00014	R00084		testGeneSymbol1129	True
sbtabcomp1130	C00110 + C00096 <=> C03862 + C00035	R01009		testGeneSymbol1130	True
sbtabcomp1131	C00458 + C00299 <=> C00105 + C00705	R02327		testGeneSymbol1131	True
sbtabcomp1132	C17324 + C00001 <=> C20451 + C00014	R10223		testGeneSymbol1132	True
sbtabcomp1133	C00022 <=> C00900 + C00011	R00006		testGeneSymbol1133	False
sbtabcomp1134	C00019 + C01051 <=> C00021 + C02463	R03194		testGeneSymbol1134	True
sbtabcomp1135	C00010 + C00149 <=> C00001 + C00048 + C00024	R00472		testGeneSymbol1135	True
sbtabcomp1136	C00005 + C00996 <=> C00006 + C00999	R08539		testGeneSymbol1136	True
sbtabcomp1137	C14800 + C00051 <=> C14805	R07025		testGeneSymbol1137	True
sbtabcomp1138	C00631 <=> C00001 + C00074	R00658		testGeneSymbol1138	True
sbtabcomp1139	C00003 + C05167 + C00001 <=> C00080 + C00004 + C00161 + C00014	R00145		testGeneSymbol1139	True
sbtabcomp1140	C00064 + C00001 <=> C00014 + C00025	R00256		testGeneSymbol1140	True
sbtabcomp1141	C00017 + C00002 <=> C00008 + C00562	R00162		testGeneSymbol1141	True
sbtabcomp1142	C00002 + C00144 <=> C00008 + C00035	R00332		testGeneSymbol1142	True
sbtabcomp1143	C01209 + C05223 <=> C05759 + C00229 + C00011	R04726		testGeneSymbol1143	True
sbtabcomp1144	C00233 + C00011 <=> C04236	R01652		testGeneSymbol1144	True
sbtabcomp1145	C00019 + C05813 <=> C00021 + C05814	R04990		testGeneSymbol1145	True
sbtabcomp1146	C01563 <=> C00014 + C00011	R07316		testGeneSymbol1146	False
sbtabcomp1147	C15973 + C00024 <=> C00010 + C16255	R02569		testGeneSymbol1147	True
sbtabcomp1148	C00002 + C00288 + C00024 <=> C00083 + C00009 + C00008	R00742		testGeneSymbol1148	True
sbtabcomp1149	C00079 + C01648 + C00002 <=> C00020 + C03511 + C00013	R03660		testGeneSymbol1149	False
sbtabcomp1150	C00343 + C00001 + C00705 <=> C00342 + C00112	R02024		testGeneSymbol1150	True
sbtabcomp1151	C00080 + C00004 + C00028 <=> C00030 + C00003	R00281		testGeneSymbol1151	True
sbtabcomp1152	C00605 + C00641 <=> C00010 + C00422	R02694		testGeneSymbol1152	True
sbtabcomp1153	C04874 <=> C01300 + C00266	R03504		testGeneSymbol1153	True
sbtabcomp1154	C05847 + C00156 <=> C05848 + C00013	R05000		testGeneSymbol1154	True
sbtabcomp1155	C00026 + C00049 <=> C00025 + C00036	R00355		testGeneSymbol1155	True
sbtabcomp1156	C00497 + C00003 <=> C00022 + C00080 + C00004 + C00011	R00215		testGeneSymbol1156	True
sbtabcomp1157	C00009 + C00212 <=> C00620 + C00147	R01561		testGeneSymbol1157	True
sbtabcomp1158	C02739 + C00013 <=> C00002 + C00119	R01071		testGeneSymbol1158	True
sbtabcomp1159	C00030 + C00027 <=> C00028 + C00001	R03532		testGeneSymbol1159	True
sbtabcomp1160	C00001 + C05403 <=> C00221 + C05394	R04783		testGeneSymbol1160	True
sbtabcomp1161	C00104 + C00002 <=> C00008 + C00081	R00722		testGeneSymbol1161	True
sbtabcomp1162	C00001 + C05403 <=> C00221 + C05394	R06144		testGeneSymbol1162	True
sbtabcomp1163	C03451 <=> C00546 + C00051	R02530		testGeneSymbol1163	True
sbtabcomp1164	C00006 + C00555 + C00001 <=> C00080 + C00005 + C00334	R01986		testGeneSymbol1164	True
sbtabcomp1165	C01137 + C00134 <=> C00315 + C00170	R01920		testGeneSymbol1165	True
sbtabcomp1166	C01902 + C00019 <=> C00021 + C08830	R07481		testGeneSymbol1166	True
sbtabcomp1167	C00093 + C15602 <=> C15603 + C00111	R00849		testGeneSymbol1167	True
sbtabcomp1168	C00019 + C01051 <=> C00021 + C15527	R07237		testGeneSymbol1168	True
sbtabcomp1169	C05662 <=> C04002 + C00001	R04371		testGeneSymbol1169	True
sbtabcomp1170	C00041 + C00026 <=> C00022 + C00025	R00258		testGeneSymbol1170	True
sbtabcomp1171	C00343 + C00206 + C00001 <=> C00008 + C00342	R02017		testGeneSymbol1171	True
sbtabcomp1172	C00043 + C04500 <=> C00015 + C04537	R05970		testGeneSymbol1172	True
sbtabcomp1173	C00001 + C01235 <=> C00137 + C00124	R01194		testGeneSymbol1173	True
sbtabcomp1174	C00430 <=> C00931 + C00001	R00036		testGeneSymbol1174	True
sbtabcomp1175	C00044 + C00001 <=> C00013 + C00144	R00426		testGeneSymbol1175	False
sbtabcomp1176	C00013 + C01103 <=> C00295 + C00119	R01870		testGeneSymbol1176	True
sbtabcomp1177	C00165 + C00001 <=> C01885 + C00060	R05209		testGeneSymbol1177	True
sbtabcomp1178	C05745 + C00003 <=> C04246 + C00080 + C00004	R04429		testGeneSymbol1178	True
sbtabcomp1179	C00286 + C00001 <=> C00362 + C00013	R01855		testGeneSymbol1179	False
sbtabcomp1180	C00185 + C00001 <=> C00031	R00306		testGeneSymbol1180	False
sbtabcomp1181	C00460 + C00299 <=> C00105 + C01346	R02332		testGeneSymbol1181	True
sbtabcomp1182	C00044 + C02100 <=> C02031 + C00013	R03828		testGeneSymbol1182	True
sbtabcomp1183	C00007 + C17552 <=> C00001 + C17560	R08773		testGeneSymbol1183	True
sbtabcomp1184	C00093 + C00399 <=> C00390 + C00111	R08657		testGeneSymbol1184	True
sbtabcomp1185	C04696 + C00001 <=> C03998 + C16669	R04368		testGeneSymbol1185	True
sbtabcomp1186	C00007 + C00137 <=> C00191 + C00001	R01184		testGeneSymbol1186	False
sbtabcomp1187	C01209 + C00173 <=> C00229 + C00685 + C00011	R02768		testGeneSymbol1187	True
sbtabcomp1188	C00787 + C00082 + C00002 <=> C02839 + C00020 + C00013	R02918		testGeneSymbol1188	False
sbtabcomp1189	C00022 + C00068 <=> C05125 + C00011	R00014		testGeneSymbol1189	False
sbtabcomp1190	C01194 + C00002 <=> C00008 + C04549	R03362		testGeneSymbol1190	False
sbtabcomp1191	C00019 + C00039 <=> C00021 + C02967	R00380		testGeneSymbol1191	True
sbtabcomp1192	C00860 + C00003 + C00001 <=> C00080 + C00004 + C00135	R01158		testGeneSymbol1192	False
sbtabcomp1193	C00184 + C00074 <=> C00022 + C00111	R01012		testGeneSymbol1193	True
sbtabcomp1194	C00475 + C00131 <=> C00055 + C00206	R01548		testGeneSymbol1194	True
sbtabcomp1195	C01157 + C00003 <=> C00080 + C04281 + C00004	R03291		testGeneSymbol1195	True
sbtabcomp1196	C00002 + C00037 + C01642 <=> C00020 + C00013 + C02412	R03654		testGeneSymbol1196	False
sbtabcomp1197	C03427 <=> C05421 + C00013	R04218		testGeneSymbol1197	True
sbtabcomp1198	C02739 + C00001 <=> C02741 + C00013	R04035		testGeneSymbol1198	True
sbtabcomp1199	C00420 + C00096 <=> C05864 + C00035	R06128		testGeneSymbol1199	True
sbtabcomp1200	C00020 + C00002 <=> C00008	R00127		testGeneSymbol1200	True
sbtabcomp1201	C04637 + C00001 <=> C00009 + C01277	R04404		testGeneSymbol1201	False
sbtabcomp1202	C00117 + C00002 <=> C00020 + C00119	R01049		testGeneSymbol1202	True
sbtabcomp1203	C03862 + C02189 <=> C00110 + C00420	R07620		testGeneSymbol1203	True
sbtabcomp1204	C00022 + C00002 + C00288 <=> C00009 + C00008 + C00036	R00344		testGeneSymbol1204	True
sbtabcomp1205	C00002 + C00418 <=> C00008 + C01107	R02245		testGeneSymbol1205	True
sbtabcomp1206	C00007 + C00534 + C00001 <=> C00250 + C00027 + C00014	R01710		testGeneSymbol1206	True
sbtabcomp1207	C00475 + C00460 <=> C00055 + C01346	R02372		testGeneSymbol1207	True
sbtabcomp1208	C00137 + C00269 <=> C00055 + C01194	R01802		testGeneSymbol1208	True
sbtabcomp1209	C04302 + C00013 <=> C00108 + C00119	R01073		testGeneSymbol1209	True
sbtabcomp1210	C06126 + C00001 <=> C02686 + C00124	R06094		testGeneSymbol1210	True
sbtabcomp1211	C00002 <=> C00013 + C00575	R00089		testGeneSymbol1211	False
sbtabcomp1212	C00006 + C00001 + C03912 <=> C00080 + C00005 + C00025	R00708		testGeneSymbol1212	True
sbtabcomp1213	C05345 + C00002 <=> C00008 + C05378	R04779		testGeneSymbol1213	True
sbtabcomp1214	C00105 + C00002 <=> C00008 + C00015	R00158		testGeneSymbol1214	True
sbtabcomp1215	C05747 + C00006 <=> C05746 + C00080 + C00005	R04953		testGeneSymbol1215	True
sbtabcomp1216	C01097 + C00002 <=> C00008 + C03785	R03236		testGeneSymbol1216	True
sbtabcomp1217	C00002 + C00085 <=> C00008 + C00354	R00756		testGeneSymbol1217	False
sbtabcomp1218	C00135 + C00002 + C01643 <=> C00020 + C02988 + C00013	R03655		testGeneSymbol1218	False
sbtabcomp1219	C00944 <=> C02637 + C00001	R03084		testGeneSymbol1219	True
sbtabcomp1220	C04570 + C00399 <=> C00390 + C04253	R04433		testGeneSymbol1220	True
sbtabcomp1221	C00718 <=> C00369	R06186		testGeneSymbol1221	True
sbtabcomp1222	C14802 + C00051 <=> C14803	R07023		testGeneSymbol1222	True
sbtabcomp1223	C00244 + C15603 <=> C00088 + C15602 + C00001	R09497		testGeneSymbol1223	True
sbtabcomp1224	C01209 + C05752 <=> C05753 + C00229 + C00011	R04960		testGeneSymbol1224	True
sbtabcomp1225	C01172 <=> C05345	R03321		testGeneSymbol1225	True
sbtabcomp1226	C05434 <=> C16291	R07856		testGeneSymbol1226	False
sbtabcomp1227	C01646 + C00002 + C00047 <=> C00020 + C01931 + C00013	R03658		testGeneSymbol1227	False
sbtabcomp1228	C00092 + C00029 <=> C00689 + C00015	R00836		testGeneSymbol1228	True
sbtabcomp1229	C00065 + C00013 <=> C00009 + C01005	R00584		testGeneSymbol1229	True
sbtabcomp1230	C05923 <=> C06148	R05048		testGeneSymbol1230	True
sbtabcomp1231	C00003 + C00014 + C00001 <=> C00080 + C00004 + C00088	R00787		testGeneSymbol1231	False
sbtabcomp1232	C00585 + C00002 <=> C00008 + C01167	R02584		testGeneSymbol1232	True
sbtabcomp1233	C00197 + C00003 <=> C00080 + C00004 + C03232	R01513		testGeneSymbol1233	True
sbtabcomp1234	C00166 + C00049 <=> C00079 + C00036	R00695		testGeneSymbol1234	True
sbtabcomp1235	C00044 + C00001 <=> C00058 + C04895	R00424		testGeneSymbol1235	True
sbtabcomp1236	C00002 + C00025 + C00921 <=> C00009 + C00415 + C00008	R02237		testGeneSymbol1236	True
sbtabcomp1237	C00235 + C00066 <=> C04432 + C00013	R01122		testGeneSymbol1237	True
sbtabcomp1238	C00025 + C00024 <=> C00010 + C00624	R00259		testGeneSymbol1238	True
sbtabcomp1239	C00002 + C00001 <=> C00009 + C00008	R00086		testGeneSymbol1239	False
sbtabcomp1240	C01647 + C00002 + C00073 <=> C00020 + C02430 + C00013	R03659		testGeneSymbol1240	False
sbtabcomp1241	C00081 + C00085 <=> C00104 + C00354	R00770		testGeneSymbol1241	True
sbtabcomp1242	C01051 <=> C03263 + C00011	R03197		testGeneSymbol1242	True
sbtabcomp1243	C05125 + C15972 <=> C00068 + C16255	R03270		testGeneSymbol1243	False
sbtabcomp1244	C00315 + C00003 <=> C00080 + C00004 + C15853	R07477		testGeneSymbol1244	True
sbtabcomp1245	C02972 + C00003 <=> C02051 + C00080 + C00004	R03815		testGeneSymbol1245	False
sbtabcomp1246	C00080 + C00704 <=> C00007 + C00027	R00275		testGeneSymbol1246	True
sbtabcomp1247	C00010 + C00222 + C00003 <=> C00080 + C00004 + C00024 + C00011	R00705		testGeneSymbol1247	True
sbtabcomp1248	C00007 + C00080 + C00005 + C00077 <=> C00006 + C00001 + C20850	R10789		testGeneSymbol1248	True
sbtabcomp1249	C00365 + C00143 <=> C00415 + C00364	R02101		testGeneSymbol1249	True
sbtabcomp1250	C01641 + C00002 + C00025 <=> C00020 + C00013 + C02987	R05578		testGeneSymbol1250	True
sbtabcomp1251	C00001 + C06124 <=> C00009 + C00319	R06521		testGeneSymbol1251	False
sbtabcomp1252	C00354 + C00001 <=> C00009 + C00085	R00762		testGeneSymbol1252	True
sbtabcomp1253	C05382 + C00118 <=> C00279 + C05345	R01827		testGeneSymbol1253	True
sbtabcomp1254	C00093 + C00031 <=> C00116 + C00092	R00850		testGeneSymbol1254	True
sbtabcomp1255	C00422 + C00001 <=> C00165 + C00060	R01369		testGeneSymbol1255	True
sbtabcomp1256	C00475 + C00002 <=> C00008 + C00055	R00513		testGeneSymbol1256	True
sbtabcomp1257	C00001 + C01081 <=> C00009 + C00378	R02135		testGeneSymbol1257	False
sbtabcomp1258	C00463 + C00065 <=> C00078 + C00001	R00674		testGeneSymbol1258	True
sbtabcomp1259	C01100 + C00001 <=> C00009 + C00860	R03013		testGeneSymbol1259	True
sbtabcomp1260	C00080 + C01417 + C00288 <=> C00014 + C00011	R10079		testGeneSymbol1260	True
sbtabcomp1261	C00123 + C01645 + C00002 <=> C00020 + C02047 + C00013	R03657		testGeneSymbol1261	False
sbtabcomp1262	C02191 + C14818 <=> C00032 + C00080	R00310		testGeneSymbol1262	True
sbtabcomp1263	C02737 <=> C00350 + C00011	R02055		testGeneSymbol1263	False
sbtabcomp1264	C14787 + C00051 <=> C14792	R07004		testGeneSymbol1264	True
sbtabcomp1265	C00868 <=> C02764	R03020		testGeneSymbol1265	True
sbtabcomp1266	C00022 + C00063 <=> C00112 + C00074	R00572		testGeneSymbol1266	True
sbtabcomp1267	C01185 + C00002 <=> C00857 + C00013	R03005		testGeneSymbol1267	True
sbtabcomp1268	C00117 <=> C00199	R01056		testGeneSymbol1268	True
sbtabcomp1269	C01302 <=> C03506 + C00001 + C00011	R03508		testGeneSymbol1269	True
sbtabcomp1270	C00007 + C00080 + C00005 + C00328 <=> C03227 + C00006 + C00001	R01960		testGeneSymbol1270	True
sbtabcomp1271	C00021 + C00001 <=> C00212 + C00155	R00192		testGeneSymbol1271	True
sbtabcomp1272	C02051 + C00037 <=> C01242 + C00011	R03425		testGeneSymbol1272	True
sbtabcomp1273	C00365 + C00002 <=> C00008 + C01346	R02098		testGeneSymbol1273	True
sbtabcomp1274	C00001 + C00492 <=> C00089 + C00124	R06070		testGeneSymbol1274	True
sbtabcomp1275	C05382 + C00118 <=> C00279 + C00085	R08575		testGeneSymbol1275	True
sbtabcomp1276	C00003 + C05749 <=> C00080 + C00004 + C05748	R04955		testGeneSymbol1276	True
sbtabcomp1277	C00020 + C00001 <=> C00130 + C00014	R00181		testGeneSymbol1277	True
sbtabcomp1278	C00319 + C00040 <=> C00010 + C00195	R01496		testGeneSymbol1278	False
sbtabcomp1279	C00123 + C00026 <=> C00233 + C00025	R01090		testGeneSymbol1279	True
sbtabcomp1280	C00001 + C00037 + C00143 <=> C00101 + C00065	R00945		testGeneSymbol1280	True
sbtabcomp1281	C01300 + C00002 <=> C04807 + C00020	R03503		testGeneSymbol1281	True
sbtabcomp1282	C01143 + C00002 <=> C00129 + C00009 + C00008 + C00011	R01121		testGeneSymbol1282	True
sbtabcomp1283	C00044 + C00636 <=> C00013 + C00096	R00885		testGeneSymbol1283	True
sbtabcomp1284	C02741 + C00001 <=> C04896	R04037		testGeneSymbol1284	True
sbtabcomp1285	C00026 + C15972 <=> C16254 + C00011	R01700		testGeneSymbol1285	True
sbtabcomp1286	C18239 + C17023 <=> C05924	R09395		testGeneSymbol1286	True
sbtabcomp1287	C05125 + C00109 <=> C00068 + C06006	R04673		testGeneSymbol1287	True
sbtabcomp1288	C00003 + C00001 + C01165 <=> C00080 + C00004 + C00025	R00245		testGeneSymbol1288	True
sbtabcomp1289	C00007 + C00080 + C00005 + C11509 <=> C00006 + C04840 + C00001	R05738		testGeneSymbol1289	True
sbtabcomp1290	C00208 + C00001 <=> C00267	R06084		testGeneSymbol1290	True
sbtabcomp1291	C01640 + C00064 + C00002 <=> C00020 + C00013 + C02282	R03652		testGeneSymbol1291	True
sbtabcomp1292	C00163 + C00002 <=> C05983 + C00013	R01354		testGeneSymbol1292	True
sbtabcomp1293	C00019 + C02188 <=> C05544 + C00021	R03875		testGeneSymbol1293	False
sbtabcomp1294	C00352 + C00001 <=> C00014 + C00085	R00765		testGeneSymbol1294	False
sbtabcomp1295	C00010 + C00033 + C00002 <=> C00020 + C00013 + C00024	R00235		testGeneSymbol1295	True
sbtabcomp1296	C00022 + C00109 <=> C06006 + C00011	R08648		testGeneSymbol1296	True
sbtabcomp1297	C00002 + C00361 <=> C00286 + C00008	R01857		testGeneSymbol1297	True
sbtabcomp1298	C00673 <=> C00084 + C00118	R01066		testGeneSymbol1298	True
sbtabcomp1299	C00065 + C03506 <=> C00078 + C00001 + C00118	R02722		testGeneSymbol1299	True
sbtabcomp1300	C02038 + C02593 <=> C00010 + C03881	R03992		testGeneSymbol1300	True
sbtabcomp1301	C00882 + C00002 <=> C00010 + C00008	R00130		testGeneSymbol1301	True
sbtabcomp1302	C00044 + C00299 <=> C00105 + C00035	R00968		testGeneSymbol1302	True
sbtabcomp1303	C00007 + C00080 + C00005 + C17561 <=> C00006 + C17562 + C00001	R08775		testGeneSymbol1303	True
sbtabcomp1304	C00390 + C00003 <=> C00080 + C00004 + C00399	R02163		testGeneSymbol1304	True
sbtabcomp1305	C02094 <=> C05432	R03823		testGeneSymbol1305	True
sbtabcomp1306	C00286 + C00475 <=> C00055 + C00361	R02091		testGeneSymbol1306	True
sbtabcomp1307	C00149 <=> C00122 + C00001	R01082		testGeneSymbol1307	True
sbtabcomp1308	C00014 + C00002 + C00025 <=> C00009 + C00008 + C00064	R00253		testGeneSymbol1308	True
sbtabcomp1309	C00003 + C00051 <=> C00127 + C00080 + C00004	R00094		testGeneSymbol1309	True
sbtabcomp1310	C04618 + C00006 <=> C00080 + C05744 + C00005	R04533		testGeneSymbol1310	True
sbtabcomp1311	C00364 + C00002 <=> C00008 + C00363	R02094		testGeneSymbol1311	True
sbtabcomp1312	C00022 + C00201 <=> C00074 + C00454	R02320		testGeneSymbol1312	True
sbtabcomp1313	C00243 + C00001 <=> C00124 + C00267	R06098		testGeneSymbol1313	True
sbtabcomp1314	C05757 + C00006 <=> C00080 + C05756 + C00005	R04964		testGeneSymbol1314	True
sbtabcomp1315	C15811 + C00097 <=> C15812 + C00041	R07460		testGeneSymbol1315	True
sbtabcomp1316	C00006 + C05167 + C00001 <=> C00080 + C00005 + C00161 + C00014	R00146		testGeneSymbol1316	True
sbtabcomp1317	C01031 + C00001 <=> C00058 + C00051	R00527		testGeneSymbol1317	True
sbtabcomp1318	C04823 <=> C04677 + C00122	R04559		testGeneSymbol1318	True
sbtabcomp1319	C00006 + C00114 <=> C00080 + C00005 + C00576	R08558		testGeneSymbol1319	True
sbtabcomp1320	C00002 + C01644 + C00407 <=> C00020 + C03127 + C00013	R03656		testGeneSymbol1320	False
sbtabcomp1321	C06006 <=> C14463	R05069		testGeneSymbol1321	True
sbtabcomp1322	C00081 + C01097 <=> C00104 + C03785	R03239		testGeneSymbol1322	True
sbtabcomp1323	C01185 + C00013 + C00011 <=> C03722 + C00119	R03348		testGeneSymbol1323	True
sbtabcomp1324	C00243 + C00001 <=> C00124 + C00267	R01678		testGeneSymbol1324	True
sbtabcomp1325	C00068 + C05382 <=> C00117 + C13378	R06863		testGeneSymbol1325	True
sbtabcomp1326	C00007 + C00080 + C00004 + C04530 <=> C00003 + C04814 + C00001	R04501		testGeneSymbol1326	True
sbtabcomp1327	C00080 + C00005 + C16216 <=> C00006 + C16217	R07759		testGeneSymbol1327	False
sbtabcomp1328	C01639 + C00002 + C00097 <=> C00020 + C03125 + C00013	R03650		testGeneSymbol1328	False
sbtabcomp1329	C00130 + C00001 <=> C04734	R01127		testGeneSymbol1329	True
sbtabcomp1330	C00010 + C00006 + C00418 <=> C00356 + C00080 + C00005	R02082		testGeneSymbol1330	True
sbtabcomp1331	C06010 + C00011 <=> C00022	R00226		testGeneSymbol1331	True
sbtabcomp1332	C00984 + C00002 <=> C00008 + C00446	R01092		testGeneSymbol1332	True
sbtabcomp1333	C01640 + C00002 + C00025 <=> C00020 + C00013 + C06112	R03651		testGeneSymbol1333	True
sbtabcomp1334	C00117 + C00064 + C00118 <=> C00009 + C00018 + C00001 + C00025	R10089		testGeneSymbol1334	True
sbtabcomp1335	C00026 + C00099 <=> C00222 + C00025	R00908		testGeneSymbol1335	True
sbtabcomp1336	C04233 + C00001 <=> C00162 + C00670	R02747		testGeneSymbol1336	False
sbtabcomp1337	C00195 + C00001 <=> C00319 + C00060	R01493		testGeneSymbol1337	True
sbtabcomp1338	C00279 + C00001 + C00074 <=> C00009 + C04691	R01826		testGeneSymbol1338	True
sbtabcomp1339	C00354 <=> C00111 + C00118	R01068		testGeneSymbol1339	True
sbtabcomp1340	C12126 + C00001 <=> C00162 + C00836	R06518		testGeneSymbol1340	False
sbtabcomp1341	C00641 + C00865 <=> C06254 + C00422	R05333		testGeneSymbol1341	False
sbtabcomp1342	C00010 + C02504 <=> C00141 + C00001 + C00024	R01213		testGeneSymbol1342	True
sbtabcomp1343	C01209 + C03939 <=> C05744 + C00229 + C00011	R04355		testGeneSymbol1343	True
sbtabcomp1344	C00343 + C00001 + C00073 <=> C00342 + C15999	R07606		testGeneSymbol1344	True
sbtabcomp1345	C00006 + C04688 <=> C05759 + C00080 + C00005	R04566		testGeneSymbol1345	True
sbtabcomp1346	C00019 + C05803 <=> C00021 + C05804	R04983		testGeneSymbol1346	True
sbtabcomp1347	C04146 + C00156 <=> C00013 + C05809	R05615		testGeneSymbol1347	True
sbtabcomp1348	C00632 + C00007 <=> C04409	R02665		testGeneSymbol1348	True
sbtabcomp1349	C04272 <=> C00141 + C00001	R04441		testGeneSymbol1349	True
sbtabcomp1350	C03862 + C02189 <=> C02863 + C00110	R04072		testGeneSymbol1350	True
sbtabcomp1351	C03227 + C00026 <=> C05645 + C00025	R04171		testGeneSymbol1351	False
sbtabcomp1352	C00101 + C00003 + C00037 <=> C00080 + C00004 + C00014 + C00011 + C00143	R01221		testGeneSymbol1352	True
sbtabcomp1353	C00353 <=> C03427 + C00013	R02065		testGeneSymbol1353	True
sbtabcomp1354	C00668 <=> C05345	R02740		testGeneSymbol1354	True
sbtabcomp1355	C00019 + C04441 <=> C00021 + C01573	R10306		testGeneSymbol1355	True
sbtabcomp1356	C01269 <=> C00009 + C00251	R01714		testGeneSymbol1356	True
sbtabcomp1357	C06126 + C00001 <=> C02686 + C00124	R04019		testGeneSymbol1357	False
sbtabcomp1358	C00044 <=> C00942 + C00013	R00434		testGeneSymbol1358	False
sbtabcomp1359	C00243 + C00001 <=> C00031 + C00124	R01100		testGeneSymbol1359	True
sbtabcomp1360	C00127 + C00080 + C00005 <=> C00006 + C00051	R00115		testGeneSymbol1360	False
sbtabcomp1361	C00014 + C00075 + C00002 <=> C00009 + C00008 + C00063	R00571		testGeneSymbol1361	True
sbtabcomp1362	C05382 + C00002 <=> C00008 + C00447	R01843		testGeneSymbol1362	True
sbtabcomp1363	C03862 + C05864 <=> C00420 + C00110	R06258		testGeneSymbol1363	True
sbtabcomp1364	C00010 + C05993 <=> C00020 + C00024	R00236		testGeneSymbol1364	True
sbtabcomp1365	C05432 <=> C05435	R05341		testGeneSymbol1365	True
sbtabcomp1366	C00475 + C00001 <=> C00014 + C00299	R01878		testGeneSymbol1366	True
sbtabcomp1367	C00130 + C00044 + C00049 <=> C00009 + C03794 + C00035	R01135		testGeneSymbol1367	True
sbtabcomp1368	C00007 + C00026 + C05545 <=> C00067 + C00042 + C02188 + C00011	R10056		testGeneSymbol1368	True
sbtabcomp1369	C15972 + C00322 <=> C06157 + C00011	R01940		testGeneSymbol1369	True
sbtabcomp1370	C00224 + C00002 <=> C00008 + C00053	R00509		testGeneSymbol1370	False
sbtabcomp1371	C00006 + C04633 <=> C00080 + C00005 + C05762	R04543		testGeneSymbol1371	True
sbtabcomp1372	C00006 + C05752 <=> C00080 + C00005 + C05751	R04959		testGeneSymbol1372	True
sbtabcomp1373	C00461 + C00001 <=> C00033 + C00734	R06241		testGeneSymbol1373	True
sbtabcomp1374	C16240 + C16239 <=> C00229 + C16237	R07769		testGeneSymbol1374	True
sbtabcomp1375	C00199 <=> C00058 + C15556	R07281		testGeneSymbol1375	True
sbtabcomp1376	C00068 + C00900 <=> C00022 + C05125	R03050		testGeneSymbol1376	True
sbtabcomp1377	C00010 + C00006 + C00222 <=> C00080 + C00005 + C00024 + C00011	R00706		testGeneSymbol1377	True
sbtabcomp1378	C00007 + C00366 + C00001 <=> C11821 + C00027	R02106		testGeneSymbol1378	False
sbtabcomp1379	C00077 <=> C00134 + C00011	R00670		testGeneSymbol1379	True
sbtabcomp1380	C00043 + C04500 <=> C00015 + C04537	R04494		testGeneSymbol1380	True
sbtabcomp1381	C01636 + C00002 + C00062 <=> C00020 + C02163 + C00013	R03646		testGeneSymbol1381	False
sbtabcomp1382	C00064 + C00085 <=> C00352 + C00025	R00768		testGeneSymbol1382	True
sbtabcomp1383	C00055 + C00002 <=> C00008 + C00112	R00512		testGeneSymbol1383	True
sbtabcomp1384	C00337 + C00001 <=> C00438	R01993		testGeneSymbol1384	True
sbtabcomp1385	C19848 + C06232 <=> C00020 + C18237 + C00001	R09735		testGeneSymbol1385	True
sbtabcomp1386	C05431 <=> C05434	R04801		testGeneSymbol1386	False
sbtabcomp1387	C00006 + C00311 <=> C00080 + C00005 + C05379	R01899		testGeneSymbol1387	True
sbtabcomp1388	C03103 <=> C08249	R00034		testGeneSymbol1388	True
sbtabcomp1389	C00415 + C00003 <=> C00080 + C00004 + C00504	R02235		testGeneSymbol1389	True
sbtabcomp1390	C04748 + C00001 <=> C04506 + C00132	R09846		testGeneSymbol1390	False
sbtabcomp1391	C00003 + C02463 <=> C00080 + C00004 + C05778	R03947		testGeneSymbol1391	True
sbtabcomp1392	C00099 <=> C03722	R00915		testGeneSymbol1392	True
sbtabcomp1393	C00003 + C05761 <=> C05760 + C00080 + C00004	R04966		testGeneSymbol1393	True
sbtabcomp1394	C00197 + C00002 <=> C00236 + C00008	R01512		testGeneSymbol1394	True
sbtabcomp1395	C00007 + C00080 + C00126 <=> C00125 + C00001	R00081		testGeneSymbol1395	True
sbtabcomp1396	C00022 + C00079 <=> C00166 + C00041	R00692		testGeneSymbol1396	True
sbtabcomp1397	C00010 + C00416 <=> C00681 + C00040	R02241		testGeneSymbol1397	True
